"S.No.","Division..Seat.No.","Name.of.Member","State","No.of.days.member.signed.the.register","Total","Session"
227,240,"Dr. M.S. Gill","PB ","15",16,238
228,241,"Dr. E.M. Sudarsana Natchiappan","TN ","16",16,238
229,242,"Shri Vijay Jawaharlal Darda","MH ","12",16,238
230,243,"Smt. Rajani Patil","MH ","16",16,238
231,244,"Smt. Wansuk Syiem","MGH ","16",16,238
232,245,"Dr. Vijaylaxmi Sadho","MP ","16",16,238
233,246,"Smt. Naznin Faruque","AS ","14",16,238
234,248,"Shri Ashk Ali Tak","RJ ","15",16,238
235,248,"Shri Santiuse Kujur","AS ","12",16,238
236,249,"Dr. Pradeep Kumar Balmuchu","JHK ","13",16,238
237,250,"Shri Mahendra Singh Mahra","UTK ","16",16,238
1,1,"Shri Arun Jaitley","UP ","M",15,239
2,3,"Shri Manohar Parrikar","UP ","M",15,239
3,4,"Shri Vijay Goel","RJ ","10",15,239
4,5,"Smt. Nirmala Sitharaman","KAR ","M",15,239
5,6,"Shri Mukhtar Abbas Naqvi","JHK ","M",15,239
6,7,"Shri Dharmendra Pradhan","MP ","M",15,239
7,7,"Shri Anil Madhav Dave","MP ","4",15,239
8,11,"Dr. Chandan Mitra","MP ","12",15,239
9,12,"Dr. Prabhakar Kore","KAR ","12",15,239
10,12,"Shri Nand Kumar Sai","CHT ","9",15,239
11,13,"Shri Tarun Vijay","UTK ","14",15,239
12,13,"Shri Meghraj Jain","MP ","14",15,239
13,14,"Shri Aayanur Manjunatha","KAR ","13",15,239
14,14,"Shri Ram Narain Dudi","RJ ","13",15,239
15,15,"Shri Narayan Lal Panchariya","RJ ","15",15,239
16,16,"Shri Chunibhai Kanjibhai Gohel","GJ ","6",15,239
17,17,"Mahant Shambhuprasadji Tundiya","GJ ","11",15,239
18,18,"Shri R. K. Sinha","BR ","14",15,239
19,19,"Shri Shwait Malik","PB ","14",15,239
20,23,"Shri Amar Shankar Sable","MH ","15",15,239
21,24,"Shri M. Venkaiah Naidu","RJ ","M",15,239
22,25,"Shri Ravi Shankar Prasad","BR ","M",15,239
23,26,"Shri Thaawarchand Gehlot","MP ","M",15,239
24,27,"Shri Suresh Prabhu","AP ","M",15,239
25,28,"Shri Jagat Prakash Nadda","HP ","M",15,239
26,29,"Shri Prakash Javadekar","MH ","M",15,239
27,30,"Chaudhary Birender Singh","HR ","M",15,239
28,31,"Shri Piyush Goyal","MH ","M",15,239
29,32,"Smt. Smriti Zubin Irani","GJ ","M",15,239
30,33,"Shri Mansukh Mandaviya","GJ ","2",15,239
31,34,"Shri M. J. Akbar","MP ","14",15,239
32,35,"Shri Ramdas Athawale","MH ","9",15,239
33,35,"Shri V.P. Singh Badnore","RJ ","15",15,239
34,37,"Sardar Sukhdev Singh Dhindsa","PB ","14",15,239
35,38,"Shri Sanjay Raut","MH ","13",15,239
36,39,"Dr. Najma A. Heptulla","MP ","M",15,239
37,40,"Shri Bhupender Yadav","RJ ","15",15,239
38,41,"Dr. C.P. Thakur","BR ","15",15,239
39,42,"Shri Prabhat Jha","MP ","14",15,239
40,43,"Dr. Satyanarayan Jatiya","MP ","15",15,239
41,44,"Sardar Balwinder Singh Bhunder","PB ","15",15,239
42,45,"Shri Naresh Gujral","PB ","15",15,239
43,47,"Shri Basawaraj Patil","KAR ","13",15,239
44,47,"Shri Dilipbhai Pandya","GJ ","15",15,239
45,48,"Dr. Bhushan Lal Jangde","CHT ","13",15,239
46,48,"Shri Parimal Nathwani","JHK ","6",15,239
47,49,"Dr. Subramanian Swamy","NOM. ","15",15,239
48,50,"Shri Ajay Sancheti","MH ","15",15,239
49,51,"Shri Vinay Katiyar","UP ","14",15,239
50,52,"*Shri Rajeev Chandrasekhar","KAR ","4",15,239
51,53,"Shri Rajkumar Dhoot","MH ","7",15,239
52,55,"Shri Rangasayee Ramakrishna","KAR ","15",15,239
53,56,"Shri Shankarbhai N. Vegad","GJ ","14",15,239
54,57,"Shri Navjot Singh Sidhu","NOM. ","6",15,239
55,57,"Shri Suresh Gopi","NOM. ","2",15,239
56,60,"Shri Ranvijay Singh Judev","CHT ","15",15,239
57,60,"Smt. Gundu Sudharani","TG ","9",15,239
58,62,"Shri Anil Desai","MH ","15",15,239
59,64,"Shri Shamsher Singh Manhas","J & K ","15",15,239
60,65,"Shri Lal Sinh Vadodia","GJ ","14",15,239
61,74,"Shri Biswajit Daimary","AS ","5",15,239
62,75,"Shri Sharad Pawar","MH ","10",15,239
63,76,"Shri Ram Chandra Prasad Singh","BR ","7",15,239
64,77,"Shri A. Navaneethakrishnan","TN ","2",15,239
65,78,"Shri Y. S. Chowdary","AP ","M",15,239
66,79,"Shri Devender Goud T.","AP ","15",15,239
67,80,"Shri Ram Nath Thakur","BR ","14",15,239
68,83,"Shri Sukhendu Sekhar Ray","WB ","14",15,239
69,84,"Smt. Kahkashan Perween","BR ","13",15,239
70,85,"Shri Baishnab Parida","OR ","11",15,239
71,87,"*Shri Mukul Roy","WB ","3",15,239
72,88,"Dr. Kanwar Deep Singh","WB ","13",15,239
73,89,"Dr. Mahendra Prasad","BR ","10",15,239
74,90,"Shri Bashistha Narain Singh","BR ","14",15,239
75,93,"Dr. K.P. Ramalingam","TN ","15",15,239
76,94,"Shri D.P. Tripathi","MH ","15",15,239
77,94,"Ms. Dola Sen","WB ","2",15,239
78,95,"Shri K.C. Tyagi","BR ","13",15,239
79,96,"Shri Md. Nadimul Haque","WB ","12",15,239
80,99,"Ms. Anu Aga","NOM. ","14",15,239
81,100,"Shri Swapan Dasgupta","NOM. ","11",15,239
82,101,"*Dr. Narendra Jadhav","NOM. ","11",15,239
83,101,"Shri K. Parasaran","NOM. ","13",15,239
84,102,"Smt. M.C. Mary Kom","NOM. ","1",15,239
85,103,"Shri Sachin Ramesh Tendulkar","NOM. ","2",15,239
86,104,"Shri K.T.S. Tulsi","NOM. ","14",15,239
87,104,"Shri D. Bandyopadhyay","WB ","14",15,239
88,106,"Shri Bhupinder Singh","OR ","15",15,239
89,108,"Dr. Anil Kumar Sahani","BR ","13",15,239
90,112,"Shri Hishey Lachungpa","SK ","3",15,239
91,113,"Shri Garikapati Mohan Rao","TG ","13",15,239
92,120,"Shri Ishwarlal Shankarlal Jain","MH ","10",15,239
93,121,"Shri S. Thangavelu","TN ","2",15,239
94,123,"Shri Nazir Ahmed Laway","J & K ","8",15,239
95,124,"Mir Mohammad Fayaz","J & K ","13",15,239
96,124,"Shri A.V. Swamy","OR ","15",15,239
97,125,"Shri Vivek Gupta","WB ","9",15,239
98,126,"Shri Derek O Brien","WB ","4",15,239
99,126,"Shri Sitaram Yechury","WB ","11",15,239
100,127,"Prof. Ram Gopal Yadav","UP ","10",15,239
101,128,"Shri Dilip Kumar Tirkey","OR ","14",15,239
102,129,"Km. Mayawati","UP ","15",15,239
103,129,"Dr. K. Keshava Rao","AP ","12",15,239
104,130,"Shri Tapan Kumar Sen","WB ","12",15,239
105,130,"Shri C.M. Ramesh","AP ","9",15,239
106,131,"Shri Naresh Agrawal","UP ","13",15,239
107,132,"Shri Satish Chandra Misra","UP ","14",15,239
108,132,"Shri A.U. Singh Deo","OR ","15",15,239
109,134,"Shri T.K. Rangarajan","TN ","2",15,239
110,135,"Shri D. Raja","TN ","10",15,239
111,137,"Shri Vishambhar Prasad Nishad","UP ","15",15,239
112,139,"Shri Ambeth Rajan","UP ","15",15,239
113,139,"Smt. Jharna Das Baidya","TR ","13",15,239
114,140,"Smt. Sarojini Hembram","OR ","10",15,239
115,141,"Smt. Jaya Bachchan","UP ","14",15,239
116,142,"Shri Kiranmay Nanda","UP ","8",15,239
117,142,"Smt. Kanak Lata Singh","UP ","14",15,239
118,142,"Shri Ravi Prakash Verma","UP ","14",15,239
119,143,"Shri Javed Ali Khan","UP ","15",15,239
120,144,"Shri Narendra Kumar Swain","OR ","13",15,239
121,145,"*Shri Anubhav Mohanty","OR ","3",15,239
122,146,"Shri Tiruchi Siva","TN ","1",15,239
123,147,"Shri Veer Singh","UP ","15",15,239
124,148,"Smt. Thota Seetharama Lakshmi","AP ","13",15,239
125,149,"Smt. Vandana Chavan","MH ","12",15,239
126,151,"Shri C.P. Narayanan","KR ","10",15,239
127,152,"Shri Munquad Ali","UP ","15",15,239
128,153,"Shri Rajaram","UP ","15",15,239
129,154,"Shri Darshan Singh Yadav","UP ","14",15,239
130,154,"Shri Neeraj Shekhar","UP ","14",15,239
131,156,"Prof. Jogen Chowdhury","WB ","10",15,239
132,156,"Shri Pyarimohan Mohapatra","OR ","8",15,239
133,157,"Shri Ahamed Hassan","WB ","8",15,239
134,157,"Shri Pavan Kumar Varma","BR ","15",15,239
135,159,"Shri Majeed Memon","MH ","14",15,239
136,161,"Shri Alok Tiwari","UP ","14",15,239
137,162,"Shri Arvind Kumar Singh","UP ","14",15,239
138,164,"Shri K. Somaprasad","KR ","5",15,239
139,165,"Shri K.K. Ragesh","KR ","2",15,239
140,165,"Chaudhary Munvvar Saleem","UP ","15",15,239
141,167,"Shri Sharad Yadav","BR ","14",15,239
142,168,"Shri Ali Anwar Ansari","BR ","13",15,239
143,169,"Shri Ritabrata Banerjee","WB ","6",15,239
144,169,"Shri Gulam Rasool Balyawi","BR ","14",15,239
145,170,"Shri Sanjay Dattatraya Kakade","MH ","8",15,239
146,170,"Shri Jugul Kishore","UP ","10",15,239
147,171,"Shri K.G. Kenye","NG ","5",15,239
148,175,"Shri Salim Ansari","UP ","15",15,239
149,176,"Shri Rajpal Singh Saini","UP ","15",15,239
150,177,"Shri Anand Sharma","HP ","15",15,239
151,178,"Shri A.K. Antony","KR ","6",15,239
152,179,"Dr. Karan Singh","DL ","13",15,239
153,180,"Dr. Manmohan Singh","AS ","15",15,239
154,181,"Shri Ahmed Patel","GJ ","14",15,239
155,182,"Shri Digvijaya Singh","MP ","11",15,239
156,183,"Shri K. Rahman Khan","KAR ","11",15,239
157,184,"Shri Motilal Vora","CHT ","15",15,239
158,184,"Shri Janardan Dwivedi","DL ","15",15,239
159,185,"Shri Prem Chand Gupta","JHK ","14",15,239
160,186,"Shri Praful Patel","MH ","6",15,239
161,187,"Shri Oscar Fernandes","KAR ","9",15,239
162,188,"Shri Raj Babbar","UTK ","14",15,239
163,189,"Shri Jairam Ramesh","KAR ","15",15,239
164,190,"Kumari Selja","HR ","15",15,239
165,191,"Dr. T. Subbarami Reddy","AP ","12",15,239
166,191,"Shri Rajeev Shukla","MH ","12",15,239
167,192,"Shri Ram Jethmalani","BR ","10",15,239
168,193,"Shri Narendra Budania","RJ ","14",15,239
169,194,"Shri P.L. Punia","UP ","14",15,239
170,195,"Shri Mohd. Ali Khan","AP ","15",15,239
171,195,"Dr. K. Chiranjeevi","AP ","1",15,239
172,196,"Shri Madhusudan Mistry","GJ ","12",15,239
173,197,"Shri Shamsher Singh Dullo","PB ","14",15,239
174,198,"Smt. Ranee Narah","AS ","15",15,239
175,200,"Shri V. Hanumantha Rao","TG ","15",15,239
176,201,"Shri Jesudasu Seelam","AP ","11",15,239
177,202,"Shri Abdul Wahab","KR ","5",15,239
178,202,"Shri Shadi Lal Batra","HR ","13",15,239
179,203,"Shri Parvez Hashmi","DL ","15",15,239
180,204,"Dr. K.V.P. Ramachandra Rao","TG ","15",15,239
181,205,"Shri Husain Dalwai","MH ","13",15,239
182,206,"Dr. Sanjay Sinh","AS ","15",15,239
183,207,"Dr. Chandrapal Singh Yadav","UP ","13",15,239
184,208,"Dr. Tazeen Fatma","UP ","15",15,239
185,210,"Shri Sanjiv Kumar","JHK ","12",15,239
186,211,"Shri D. Kupendra Reddy","KAR ","10",15,239
187,212,"Shri Ananda Bhaskar Rapolu","TG ","15",15,239
188,214,"Shri Praveen Rashtrapal","GJ ","12",15,239
189,214,"Shri Shantaram Naik","GOA ","14",15,239
190,214,"Shri Ronald Sapa Tlau","MZ ","15",15,239
191,215,"Shri Ranjib Biswal","OR ","13",15,239
192,217,"*Shri M.P. Veerendra Kumar","KR ","1",15,239
193,219,"Shri Ram Kumar Kashyap","HR ","15",15,239
194,224,"Shri Palvai Govardhan Reddy","TG ","13",15,239
195,225,"Shri Avinash Pande","MH ","13",15,239
196,226,"Shri Joy Abraham","KR ","1",15,239
197,226,"Haji Abdul Salam","MN ","14",15,239
198,227,"Shri Dhiraj Prasad Sahu","JHK ","10",15,239
199,228,"Shri Ghulam Nabi Azad","J & K ","LOP",15,239
200,229,"Prof. P.J. Kurien","KR ","HDC",15,239
201,229,"Shri Harivansh","BR ","HDC",15,239
202,230,"Shri Satyavrat Chaturvedi","MP ","14",15,239
203,230,"Shri Bhubaneswar Kalita","AS ","15",15,239
204,231,"Smt. Ambika Soni","PB ","13",15,239
205,232,"Smt. Mohsina Kidwai","CHT ","15",15,239
206,232,"Shri P. Bhattacharya","WB ","8",15,239
207,233,"Shri Pramod Tiwari","UP ","15",15,239
208,233,"Shri B.K. Hariprasad","KAR ","9",15,239
209,234,"Shri Vayalar Ravi","KR ","9",15,239
210,235,"Dr. Abhishek Manu Singhvi","WB ","4",15,239
211,236,"Smt. Viplove Thakur","HP ","10",15,239
212,236,"Smt. Renuka Chowdhury","AP ","14",15,239
213,237,"Shri Satish Sharma","UP ","13",15,239
214,237,"Shri Mukut Mithi","AR ","13",15,239
215,238,"Shri Partap Singh Bajwa","PB ","12",15,239
216,239,"Prof. M.V. Rajeev Gowda","KAR ","10",15,239
217,240,"Shri Ripun Bora","AS ","15",15,239
218,241,"Dr. E.M. Sudarsana Natchiappan","TN ","12",15,239
219,242,"Shri Vijay Jawaharlal Darda","MH ","13",15,239
220,243,"Smt. Rajani Patil","MH ","14",15,239
221,244,"Smt. Wansuk Syiem","MGH ","12",15,239
222,245,"Dr. Vijaylaxmi Sadho","MP ","10",15,239
223,248,"Shri Ashk Ali Tak","RJ ","15",15,239
224,248,"Shri Santiuse Kujur","AS ","14",15,239
225,249,"Dr. Pradeep Kumar Balmuchu","JHK ","14",15,239
226,250,"Shri Mahendra Singh Mahra","UTK ","15",15,239
1,1,"Shri Arun Jaitley","UP ","M",20,240
2,3,"Shri Manohar Parrikar","UP ","M",20,240
3,4,"Shri Vijay Goel","RJ ","M",20,240
4,5,"Smt. Nirmala Sitharaman","KAR ","M",20,240
5,6,"Shri Mukhtar Abbas Naqvi","JHK ","M",20,240
6,7,"Shri Anil Madhav Dave","MP ","M",20,240
7,7,"Shri Dharmendra Pradhan","MP ","M",20,240
8,8,"Shri Parshottam Rupala","GJ ","M",20,240
9,9,"Shri Shiv Pratap Shukla","UP ","17",20,240
10,12,"Dr. Prabhakar Kore","KAR ","17",20,240
11,13,"Shri Meghraj Jain","MP ","20",20,240
12,14,"Shri Ram Narain Dudi","RJ ","20",20,240
13,15,"Shri Narayan Lal Panchariya","RJ ","20",20,240
14,16,"Shri Chunibhai Kanjibhai Gohel","GJ ","20",20,240
15,17,"Mahant Shambhuprasadji Tundiya","GJ ","17",20,240
16,18,"Shri R. K. Sinha","BR ","13",20,240
17,19,"Shri Shwait Malik","PB ","17",20,240
18,20,"Shri Ramkumar Verma","RJ ","20",20,240
19,23,"Shri Amar Shankar Sable","MH ","20",20,240
20,24,"Shri M. Venkaiah Naidu","RJ ","M",20,240
21,25,"Shri Ravi Shankar Prasad","BR ","M",20,240
22,26,"Shri Thaawarchand Gehlot","MP ","M",20,240
23,27,"Shri Suresh Prabhu","AP ","M",20,240
24,28,"Shri Jagat Prakash Nadda","HP ","M",20,240
25,29,"Shri Prakash Javadekar","MH ","M",20,240
26,30,"Chaudhary Birender Singh","HR ","M",20,240
27,31,"Shri Piyush Goyal","MH ","M",20,240
28,32,"Smt. Smriti Zubin Irani","GJ ","M",20,240
29,33,"Shri Mansukh Mandaviya","GJ ","M",20,240
30,34,"Shri M. J. Akbar","MP ","M",20,240
31,35,"Shri Ramdas Athawale","MH ","M",20,240
32,37,"Sardar Sukhdev Singh Dhindsa","PB ","17",20,240
33,38,"Shri Sanjay Raut","MH ","15",20,240
34,39,"Shri Om Prakash Mathur","RJ ","19",20,240
35,39,"Dr. Najma A. Heptulla","MP ","19",20,240
36,40,"Shri Bhupender Yadav","RJ ","20",20,240
37,41,"Dr. C.P. Thakur","BR ","18",20,240
38,42,"Shri Prabhat Jha","MP ","19",20,240
39,43,"Dr. Satyanarayan Jatiya","MP ","20",20,240
40,44,"Sardar Balwinder Singh Bhunder","PB ","19",20,240
41,45,"Shri Naresh Gujral","PB ","20",20,240
42,47,"Shri Basawaraj Patil","KAR ","18",20,240
43,47,"Shri Dilipbhai Pandya","GJ ","20",20,240
44,48,"Dr. Bhushan Lal Jangde","CHT ","19",20,240
45,48,"Shri Parimal Nathwani","JHK ","7",20,240
46,49,"Dr. Subramanian Swamy","NOM. ","19",20,240
47,50,"Shri Ajay Sancheti","MH ","15",20,240
48,50,"Dr. Vinay P. Sahasrabuddhe","MH ","19",20,240
49,51,"Shri Gopal Narayan Singh","BR ","18",20,240
50,51,"Shri Vinay Katiyar","UP ","20",20,240
51,52,"*Shri Rajeev Chandrasekhar","KAR ","16",20,240
52,53,"Shri Rajkumar Dhoot","MH ","11",20,240
53,55,"Shri Rangasayee Ramakrishna","KAR ","20",20,240
54,56,"Shri Shankarbhai N. Vegad","GJ ","19",20,240
55,57,"Shri Suresh Gopi","NOM. ","14",20,240
56,58,"Shri Ram Vichar Netam","CHT ","20",20,240
57,60,"Shri Ranvijay Singh Judev","CHT ","20",20,240
58,61,"Shri Sambhaji Chhatrapati","NOM. ","20",20,240
59,62,"Shri Anil Desai","MH ","18",20,240
60,64,"Shri Shamsher Singh Manhas","J & K ","20",20,240
61,65,"Shri Lal Sinh Vadodia","GJ ","20",20,240
62,67,"Shri Mahesh Poddar","JHK ","20",20,240
63,68,"Dr. Vikas Mahatme","MH ","20",20,240
64,69,"Shri Harshvardhan Singh Dungarpur","RJ ","18",20,240
65,71,"Dr. Subhash Chandra","HR ","6",20,240
66,74,"Shri Biswajit Daimary","AS ","15",20,240
67,75,"Shri Sharad Pawar","MH ","16",20,240
68,76,"Shri Ram Chandra Prasad Singh","BR ","12",20,240
69,77,"Shri A. Navaneethakrishnan","TN ","19",20,240
70,78,"Shri Y. S. Chowdary","AP ","M",20,240
71,79,"Shri S.R. Balasubramoniyan","TN ","19",20,240
72,79,"Shri Devender Goud T.","AP ","19",20,240
73,80,"Shri Ram Nath Thakur","BR ","20",20,240
74,83,"Shri Sukhendu Sekhar Ray","WB ","18",20,240
75,84,"Smt. Kahkashan Perween","BR ","20",20,240
76,85,"Smt. Vijila Sathyananth","TN ","20",20,240
77,86,"Dr. V. Maitreyan","TN ","20",20,240
78,87,"Shri Mukul Roy","WB ","7",20,240
79,87,"Shri A. K. Selvaraj","TN ","20",20,240
80,88,"Dr. Kanwar Deep Singh","WB ","20",20,240
81,89,"Dr. Mahendra Prasad","BR ","15",20,240
82,90,"Shri Bashistha Narain Singh","BR ","19",20,240
83,91,"Shri A. Vijayakumar","TN ","19",20,240
84,92,"Shri T. Rathinavel","TN ","20",20,240
85,93,"Shri K. R. Arjunan","TN ","20",20,240
86,94,"Shri D.P. Tripathi","MH ","20",20,240
87,94,"Ms. Dola Sen","WB ","16",20,240
88,96,"Shri Md. Nadimul Haque","WB ","18",20,240
89,99,"Ms. Anu Aga","NOM. ","16",20,240
90,100,"Shri Swapan Dasgupta","NOM. ","19",20,240
91,101,"Dr. Narendra Jadhav","NOM. ","19",20,240
92,101,"Shri K. Parasaran","NOM. ","18",20,240
93,102,"Ms. Rekha","NOM. ","1",20,240
94,102,"*Smt. M.C. Mary Kom","NOM. ","14",20,240
95,103,"Shri Sachin Ramesh Tendulkar","NOM. ","3",20,240
96,104,"Shri D. Bandyopadhyay","WB ","20",20,240
97,104,"Shri K.T.S. Tulsi","NOM. ","19",20,240
98,108,"Dr. Anil Kumar Sahani","BR ","18",20,240
99,109,"Dr. Sasikala Pushpa Ramaswamy","TN ","15",20,240
100,110,"Shri R. Vaithilingam","TN ","18",20,240
101,111,"Shri N. Gokulakrishnan","PUD ","19",20,240
102,112,"Shri Hishey Lachungpa","SK ","11",20,240
103,113,"Shri Garikapati Mohan Rao","TG ","18",20,240
104,114,"Shri T.G. Venkatesh","AP ","20",20,240
105,120,"Shri Bishnu Charan Das","OR ","12",20,240
106,120,"Dr. R. Lakshmanan","TN ","18",20,240
107,121,"Shri S. Muthukaruppan","TN ","20",20,240
108,122,"Shri Amar Singh","UP ","15",20,240
109,123,"Shri Nazir Ahmed Laway","J & K ","10",20,240
110,124,"Mir Mohammad Fayaz","J & K ","14",20,240
111,124,"Shri A.V. Swamy","OR ","20",20,240
112,125,"Shri Vivek Gupta","WB ","19",20,240
113,126,"Shri Derek O Brien","WB ","19",20,240
114,126,"Shri Sitaram Yechury","WB ","20",20,240
115,127,"Prof. Ram Gopal Yadav","UP ","18",20,240
116,128,"Shri Dilip Kumar Tirkey","OR ","20",20,240
117,128,"Shri Prasanna Acharya","OR ","8",20,240
118,129,"Km. Mayawati","UP ","20",20,240
119,129,"Dr. K. Keshava Rao","AP ","20",20,240
120,130,"Shri Tapan Kumar Sen","WB ","18",20,240
121,130,"Shri C.M. Ramesh","AP ","19",20,240
122,131,"Shri Naresh Agrawal","UP ","16",20,240
123,131,"Shri Surendra Singh Nagar","UP ","18",20,240
124,132,"Shri Satish Chandra Misra","UP ","16",20,240
125,132,"Shri A.U. Singh Deo","OR ","14",20,240
126,133,"Smt. Kanimozhi","TN ","19",20,240
127,134,"Shri T.K. Rangarajan","TN ","18",20,240
128,135,"Shri D. Raja","TN ","19",20,240
129,136,"Shri Sanjay Seth","UP ","15",20,240
130,137,"Shri Vishambhar Prasad Nishad","UP ","20",20,240
131,138,"Shri V. Lakshmikantha Rao","TG ","16",20,240
132,139,"Smt. Jharna Das Baidya","TR ","17",20,240
133,140,"Smt. Sarojini Hembram","OR ","15",20,240
134,141,"Smt. Jaya Bachchan","UP ","19",20,240
135,142,"Shri Kiranmay Nanda","UP ","18",20,240
136,142,"Shri Ravi Prakash Verma","UP ","19",20,240
137,143,"Shri Javed Ali Khan","UP ","20",20,240
138,144,"Shri Narendra Kumar Swain","OR ","16",20,240
139,145,"Shri Anubhav Mohanty","OR ","17",20,240
140,146,"Shri Tiruchi Siva","TN ","15",20,240
141,147,"Shri Veer Singh","UP ","20",20,240
142,148,"Smt. Thota Seetharama Lakshmi","AP ","17",20,240
143,149,"Smt. Vandana Chavan","MH ","18",20,240
144,151,"Shri C.P. Narayanan","KR ","19",20,240
145,152,"Shri Munquad Ali","UP ","20",20,240
146,152,"Shri Bhaskar Rao Nekkanti","OR ","13",20,240
147,153,"Shri Rajaram","UP ","20",20,240
148,154,"Shri Darshan Singh Yadav","UP ","20",20,240
149,154,"Shri Neeraj Shekhar","UP ","20",20,240
150,155,"Shri Rewati Raman Singh","UP ","20",20,240
151,156,"Prof. Jogen Chowdhury","WB ","14",20,240
152,157,"Shri Ahamed Hassan","WB ","16",20,240
153,159,"Shri Majeed Memon","MH ","19",20,240
154,161,"Shri Alok Tiwari","UP ","20",20,240
155,162,"Shri V. Vijayasai Reddy","AP ","20",20,240
156,163,"Shri Ashok Siddharth","UP ","17",20,240
157,164,"*Shri K. Somaprasad","KR ","11",20,240
158,165,"Shri K.K. Ragesh","KR ","18",20,240
159,165,"Chaudhary Munvvar Saleem","UP ","20",20,240
160,167,"Shri Sharad Yadav","BR ","18",20,240
161,168,"Shri Ali Anwar Ansari","BR ","18",20,240
162,169,"Shri Ritabrata Banerjee","WB ","20",20,240
163,170,"Shri Sanjay Dattatraya Kakade","MH ","2",20,240
164,171,"Shri K.G. Kenye","NG ","11",20,240
165,175,"Ch. Sukhram Singh Yadav","UP ","19",20,240
166,176,"Shri Beni Prasad Verma","UP ","19",20,240
167,177,"Shri Anand Sharma","HP ","20",20,240
168,178,"Shri A.K. Antony","KR ","18",20,240
169,179,"Dr. Karan Singh","DL ","20",20,240
170,179,"Shri P. Chidambaram","MH ","15",20,240
171,180,"Dr. Manmohan Singh","AS ","15",20,240
172,181,"Shri Ahmed Patel","GJ ","15",20,240
173,182,"Shri Digvijaya Singh","MP ","19",20,240
174,183,"*Shri K. Rahman Khan","KAR ","12",20,240
175,183,"Shri Kapil Sibal","UP ","18",20,240
176,184,"Shri Motilal Vora","CHT ","20",20,240
177,184,"Shri Janardan Dwivedi","DL ","20",20,240
178,185,"Shri Prem Chand Gupta","JHK ","20",20,240
179,186,"Shri Praful Patel","MH ","16",20,240
180,187,"Shri Oscar Fernandes","KAR ","19",20,240
181,188,"Shri Raj Babbar","UTK ","13",20,240
182,189,"Shri Jairam Ramesh","KAR ","17",20,240
183,190,"Kumari Selja","HR ","20",20,240
184,191,"Dr. T. Subbarami Reddy","AP ","16",20,240
185,191,"Shri Rajeev Shukla","MH ","17",20,240
186,192,"Shri Ram Jethmalani","BR ","16",20,240
187,193,"Shri Narendra Budania","RJ ","20",20,240
188,194,"Shri P.L. Punia","UP ","16",20,240
189,195,"Shri Mohd. Ali Khan","AP ","20",20,240
190,195,"Dr. K. Chiranjeevi","AP ","1",20,240
191,196,"Shri Madhusudan Mistry","GJ ","17",20,240
192,197,"Shri Shamsher Singh Dullo","PB ","17",20,240
193,198,"Smt. Ranee Narah","AS ","9",20,240
194,199,"Smt. Misha Bharti","BR ","13",20,240
195,201,"Shri T.K.S. Elangovan","TN ","20",20,240
196,202,"Shri Shadi Lal Batra","HR ","20",20,240
197,202,"Shri Abdul Wahab","KR ","13",20,240
198,203,"Shri Parvez Hashmi","DL ","20",20,240
199,203,"Shri Vivek K. Tankha","MP ","18",20,240
200,204,"Dr. K.V.P. Ramachandra Rao","TG ","20",20,240
201,205,"Shri Husain Dalwai","MH ","16",20,240
202,206,"Dr. Sanjay Sinh","AS ","14",20,240
203,207,"Dr. Chandrapal Singh Yadav","UP ","20",20,240
204,208,"Dr. Tazeen Fatma","UP ","20",20,240
205,210,"Shri R.S. Bharathi","TN ","20",20,240
206,210,"Shri Sanjiv Kumar","JHK ","17",20,240
207,211,"Shri D. Kupendra Reddy","KAR ","16",20,240
208,212,"Shri Ananda Bhaskar Rapolu","TG ","16",20,240
209,213,"Shri K.C. Ramamurthy","KAR ","18",20,240
210,214,"Shri Ronald Sapa Tlau","MZ ","20",20,240
211,214,"Shri Shantaram Naik","GOA ","20",20,240
212,215,"Shri Ranjib Biswal","OR ","18",20,240
213,217,"*Shri M.P. Veerendra Kumar","KR ","8",20,240
214,218,"Shri Dharmapuri Srinivas","TG ","19",20,240
215,219,"Shri Ram Kumar Kashyap","HR ","20",20,240
216,224,"Shri Palvai Govardhan Reddy","TG ","16",20,240
217,226,"Shri Joy Abraham","KR ","15",20,240
218,226,"*Haji Abdul Salam","MN ","15",20,240
219,228,"Shri Ghulam Nabi Azad","J & K ","LOP",20,240
220,229,"Prof. P.J. Kurien","KR ","HDC",20,240
